,Content,Result,type
225,"Received XXXX statement with an amount due that was XXXX XXXX XXXX less than the XXXX payment of XXXX ). I Payed the XXXX amount and thought the lesser amount was due to a tax rate change. I did not receive a XXXX bill however I payed the account on time, paying the same XXXX that I was billed for in XXXX. In XXXX, I received a collections call from Ally, saying I owed XXXX. I attempted to state the above to the representative however, the individual only wanted to focus on the XXXX. I payed the XXXX after the call was ended on-line that day. I placed a call to Ally to inquire and the representative could not explain however, said I would receive a call back within XXXX48 hours. I did not receive a call back. In XXXX I began a re-finance process on my home and discovered Ally had reported my account 30 days past due for the XXXX payment, although the XXXX was received on time. I called Ally to dispute and was told I would get a resolution within XXXX to 6 weeks. In 6 weeks I received a letter stating the dispute was not valid and the account was reported past due correctly. I called Ally and requested escalation to a supervisor and spoke to a person that said they would re-open the case and I would receive a call back within XXXX hours. I never received the call. I called again, requested escalation, spoke to a supervisor who then said there was no record of my last call and that I could file a new dispute and hear back in XXXX to 6 weeks. I repeatedly requested to speak to a manager or someone directly in the credit dispute department and was denied. My only option was to again wait XXXX to 6 weeks. Again 6 weeks and I hear nothing so again I call. I immediately request a supervisor than that supervisors manager. I get transferred to the "" consumer affairs '' department. I again go through the history and request to speak to someone in the credit dispute area. The individual told me they have no way to transfer however, I would receive a call within the next XXXX48 hours. This time 48 hours later I do get a call from "" XXXX ''. I was not home at the time, and a message is left to return the call. I returned the call within XXXX hour to the number provided ( same main number ). I get transferred to "" consumer affairs '' again, and then told XXXX was not available. And she will be out for one week. I ask to speak to another manager and was told no-one was available. My only option is to wait. A week goes by, no return call. I call again, get transferred to consumer affairs, ask for XXXX, was told again she was out for 3 more days. Wait 3 days, no return call, I call again, get transferred to consumer affairs, ask to speak to XXXX 's manager or anyone in a leadership role in the credit dispute department. I get told I would get a call back within XXXX48 hours. I told the rep that this is the worst customer service I have ever experienced and wanted to formally complain. The rep told me all complaints must be in writing, she could not discuss over the phone. 

Another interesting point is with every call, they state how their service is very important and if you would like to participate in a survey, press XXXX and stay on the line after the call ends. I have done that each time and never been offered a survey, just dead air. 

To summarize, It is near to impossible to escalate any issue or speak to anyone within any managerial authority with Ally. My XXXX payment was not late. Due to Ally not sending a XXXX bill, I was not aware the payment increased XXXX. I am still unclear on why the XXXX payment had decreased. When notified of the XXXX difference, it was immediately paid. Given that the XXXX payment was never 30 days past due.",Action > Consumer Loan,
226,I received a call from a man stating he was an attorney wanting me to call a number because of a bounced check. I called the number the lady was rude she said I was a liar and I furnished them with a check from XXXX XXXX XXXX I do n't have an account and a pay check stub. and that I could n't file fraud because I did n't have a police report I told her how can I file when I did n't have anything to file. the phone number of this company is XXXX claim number XXXX. I called the federal trade commission and they forwarded me to you. They said they are taking me to court and if I do n't show up I will have to pay triple of what they say I owe,Action > Debt collection,
227,"I ANTICIPATED THIS RESULT FROM EQUIFAX AND I 'VE BEEN THERE BEFORE WITH THEM BECAUSE THEY DO N'T SEEM TO THINK THEY HAVE TO ABIDE BY THE LAW TO ISSUE MY OR MY WIFE 'S REPORTS. I HAVE TO GO THROUGH THIS PROCEDURE EVERY TIME I ORDER OUR FREE REPORTS FROM EQUIFAX. I SUPPOSE XXXX AND EXPERIAN WILL DO THE SAME AFTER EQUIFAX CONTINUES TO GET AWAY WITH THIS VIOLATION, HOWEVER, I HAVE NO ISSUES WITH THEM AT THIS TIME.",Action > Credit reporting,
228,"My son, XXXX, is applying for a Action > Student loan at Discover to attend Univ XXXX XXXX - XXXX and I am his father and cosigning the loan. Discover advertises a 2.99 % rate as their lowest rate. 

In XXXX, my son and I applied for and received a loan at the lowest rate from Discover. 

In XXXX, another son of mine, XXXX, and I applied to Discover for a Action > Student loan for him to attend XXXX XXXX - XXXX XXXX. We received this loan at the lowest rate. 

My credit is excellent. I checked with XXXX XXXX and it is XXXX and XXXX. It is as good as it has ever been. I also recently paid down my home mortgage considerably, which seemed to have a positive impact on my credit score. 

Last week XXXX and I applied for his fall semester and we were give a secondary rate of 4.6 % ( over 50 % higher than the lowest rate ). I called and they said my credit score in XXXX was XXXX and my credit now was XXXX, but still both outstanding scores. 

I have worked hard to get my credit score in an excellent range. Paying down the mortgage was a big part of that and took considerable resources. 

Discover offered no explanation other than the decision is based on their algorithm. 

I do n't believe them and I believe I am unfairly being treated and discriminated against.",Action > Student loan,
229,"I contacted Chase Health Advance Action > Credit card and was told by Chase Representative, XXXX # XXXX that chase is not longer offering Chase Health Advance Action > Credit card. I advised XXXX a verification of account required by the FCLRA Section 608. XXXX informed me that she would be unable to provide me with the contact I signed to open this account. I requested her for Chase to please send me a letter stating for this negative account to be removed from my credit report ( As per the guidance of XXXX, XXXX, & XXXX ). She replied that Chase will not provide such letter. The end result will be Chase knowingly and willingly not complying with the FCRA and purposely damaging my credit worthiness and credit score.",Action > Credit card,
230,Today I noticed that this company has reported that I owe them a debt. To my knowledge I have never done business with this company nor have they provided me with goods not services.,Action > Debt collection,
231,"LVNV Funding had me summoned XX/XX/XXXX, and after XXXX court dates and no validation of the debt during all XXXX dates the attorney representing them dismissed the case on XXXX XXXX, XXXX in court and, in XXXX county TN. They were suing me for XXXX. I recently looked at my credit report and they are still reporting, and now the balance has risen to XXXX. They could never provide validation of the debt, and it was in a name which I have n't used since XX/XX/XXXX, due to a divorce. I want this removed from my report immediately. I can provide documentation, but do not have it at the moment.",Action > Debt collection,
232,"On XXXX 2015, Seterus, inc sent me a document to initiate a trial payment. I told them at that time that the payment was too high for my family to afford but I was afraid and made the payment anyway because I was afraid of losing my home. I was told from their customer service to send them a letter and the evidence as to what I was able to afford and comparable sales of home in the area, because as far as I was concern I was making the same payment before I went into default and the house value went from {$440000.00} to {$250000.00} and they wanted to charge me {$100000.00} more than value of the house and the same monthly Action > Mortgage of {$1900.00} before my default They sent me a modification for {$1700.00}. I owned {$300000.00} to the bank and they want to issue a loan for {$350000.00} for 40 years plus my deferment. I simply asked if they could reconsider if they could give me the loan at the XXXX @ 4 % for 40 years and defer the balance and we would be where it affordable to me and still profitable for them. My house value {$250000.00} and I am still willing to pay what I owe I call them up and told them if they can lower my payment $ XXXX-XXXX less per month it would be more affordable for me. I still do not understand why I can not qualify for the HAMP PROGAM since this is my primary residence. All they had to do was charge me what I owe and put the difference at the back of the loan and we would have been able to make a payment. They made me believe that this would not be a problem There customer service told me to make the initial payment with my formal complaint, along with the comparable from a realtor and do not sign the modification agreement and they will review and get back to me in 30 days. Seterus sent me a letter saying that my case was under review and they will get back to me within 30 days They never got back to me. I contacted them again and they sent me another letter stated that I will hear from the in 30 days and they told me not to make any more payment because that modification is off the table and I have to reapply. They could have been straight with me and told me to keep on paying until they came to an agreement. I felt so deceived that I have to start this whole process all over again. They did not honor their 90 days trial period, I paid up to 6 month on the trial period which should have been 3 months I submitted new documents for a new modification and every time I called nobody knows what is going on with your case. They tried to file a foreclosure on me twice and the judge dismissed the case twice because of them not complying to Federal & State standards. They sent me a letter that they have all my documentation and it is in review and yet is has been over 8 months and I still can not obtain an agreement from this bank. I recently sent in new paystubs and bank statements to their office. I am tired but I will not give up. This is my home that I am raising my XXXX children and widowed mother and refuse to give up. Please help us. How could our government allow Seterus to conduct business this way? They are the worst bank and they never keep their word. And their customer service people are horribly trained in assisting people with their issues. They are not trying to help us to save our house they are more trying to hurt us. I do not want a hand out I just want a I want to make a payment that is reasonable for all of us. Everybody who has ever dealt with Seterus knows what I am dealing with. We were so close to coming to an agreement that could be fair to both of us and because of their negligence and incompetent we have to start the process all over again. I need some answers on my modification and I am hoping that your organization could assist us in this issue.",Action > Mortgage,
233,HSBC continues to report negative information on my credit report that is over 7 years old. I have XXXX accounts with HSBC that are currently reporting as charge-offs. This information is over 7 years old. I called this to HSBCs attention and disputed with them. I received a letter XXXX XXXX ( see attached ) from HSBC stating that as a customer courtesy they had made the decision to delete the tradelines reporting. That the accounts would no longer be reporting. Since XXXX XXXX HSBC has reported XXXX times to the credit burea and continues to report as charged-off. They reported it XXXX XXXX as a charge off.,Action > Credit card,
234,"I refinanced my loan in XX/XX/XXXX with Wells Fargo, who is the same Action > Mortgage company that I used when I purchased my home in XX/XX/XXXX. Because I had made my payments on time and did n't walk from my underwater house like most others, I was eligible for the harp program. I went through the process and refinanced at an interest rate of 4.625 %, which was 1 % higher then the market rate at the time. My loan XXXX told me that the HARP program carried higher rates because of the risk premiums due to the home being underwater. I was also told by the loan XXXX that I had to use Wells Fargo for the refinance because only the current Action > Mortgage holder could refinance under the HARP program, so, I had no ability to shop. The refinance still made sense financially at the time so I proceeded. I received a call recently from that same loan XXXX informing me how low rates are and offering to refinance me. When I explained to him that he already refinanced me under the HARP program and that my understanding was that we could not again he indicated that he never used that program for me, rather, he used an internal program that wells fargo created that was similar to harp. He must have forgotten all of the lies he told me originally. I explained to him that my home is still underwater so a normal refinance would not work unless they had a similar program they could refinance me. He agreed and said they do not have any programs that could refi me if I am still underwater and that HARP could not either because my new loan was originated after XX/XX/XXXX. So, I was misled and deceived to believe at the time of my refinance in XX/XX/XXXX that I was refinancing under the government program HARP and had no ability to shop so had to take what they were giving me only to find out that it was a made up program so wells fargo could make as much interest on me as possible. I am a business man and understand the importance of maximizing your profit, however, This program was created for those who were doing right thing and making their payments on time, despite the fact their home was over 100 % underwater, to help make things affordable. I could have just as easily walked away like most other did and stick them with my house that is still underwater by XXXX. But still, I was offered a rate of 1 % over the market rate at that time and am now stuck in this loan because of their deceiving practices because I am still underwater. This program was to help the American consumer but wells fargo still found a way to take advantage of me. I have dwindled most of my savings to keep up with the payments and am simply asking for Wells Fargo to do the right thing and refinance me ( not modify ) at a 3.625 % rate, which is the rate I should have been offered and closed at in XX/XX/XXXX. If they were able to refinance me before under a program they made up that was similar to harp, then they should be able to do the same to make this situation right",Action > Mortgage,
235,I purchased a {$75.00} Amex prepaid gift card as a gift for my son. When my son tried to use the card he was told by the cashier that the gift card was never activated when purchased. I have been in contact with Amex numerous times to resolve the situation. Each time I have been in contact with Amex they have thwarted my efforts to recoup the money. I sent Amex clear photocopies of the gift card and receipts. They even ask me to send them a copy of the store journal which I went to the store and they had to contact their corporate headquarters. I followed up by fax and mail ( certified ) with very clear color copies only to be informed again that the documentation was illegible. Amex is giving me the BIG RUNAROUND after attempting to recoup my money. I have reviewed these gift cards only to realize that many people have the same problem. Please help. I have exhausted my options with Amex. I have documentation to send if you would like to review. Thank You ... ..,Action > Credit card,
236,"XXXX XXXX XXXX called me at XXXX XXXX on XX/XX/2017 from a deceptive phone number XXXX. They are not a local company to my area. As soon as I answered the phone a man started asking me why I had n't paid my payment arrangement. I asked who he was with and said that I have never made any payment arrangements with anyone for anything. I asked him what he was talking about and he said I had made payment arrangements and did n't pay them. He said I was on recording making those arrangements and I repeatedly told him that I have never made arrangements with anyone for anything because I did n't know what he was talking about. I asked him to send me a copy of the recording if what he was saying was true. He told me "" No, I do n't have to ''. I then told him that under Federal law, he had to send me proof of anything he was claiming. He then told me that I did n't know what I was talking about and to shut my mouth. He said that I needed to pay my bills and to shut up and get off his phone. He then hung up on me. He was very verbally abusive to me and called while I was at work and would not agree to validate anything he was claiming.",Action > Debt collection,
237,"Vision Financial gained every number of my relatives, customers, and co workers from XXXX XXXX and sent a blanket message that a court action was going to be filed against me over an old debt. I have contacted XXXX 's Security department and they are investigating this as a potential hack of their systems. I will be taking legal action against them for damages but need this investigated. Phone number for them is XXXX",Action > Debt collection,
238,"dear sir i did respond with a dispute-this is my XXXX complain on caliber home loan -- i did call to XXXX rep on this loan modification and geting deterrent answer-they asking me again and again to send them paper -- -please ask them to tell me in righting what they wont -- going to send them again-spoke on-XX/XX/2016 to id XXXX-on -XX/XX/2016 to id XXXX -- on XX/XX/2016 to id # XXXX also spoke to id # XXXX -- -also on this date spoke to manager XXXX id # XXXX they wont me to send again to them what i already send them -- -- -- -- -- also have a co helping me with all the paper theta they asking co name XXXX-debit management credit consulting i am sending back to them paper theta thy asking -also sent 2 email on the site caliber home loans -- -- on XX/XX/2016 i did send them all what they need, a-3 party send them all the wont to do a loan modification going to send them again -- can they be specific what they wont -please help-than you, please have them send in righting what they wont XXXX,",Action > Mortgage,
239,"Loan company deferred my payments till 6 months after I graduated. Then lost my loan, I never got a bill. They used a wrong social security number. Then they came after me 20 yrs later for the full balance plus interest and penalties. and have been taking my income tax returns. My loan was only for about XXXX dollars. However they have taken over XXXX now. I need help to make them stop! theyve got there money back. I would like my money back!",Action > Student loan,
240,"A card was opened using my name in  XXXX  I contacte d Macys and   even sent them the fraud affidavit years ago letting them know I was a victim of identify theft and did not open the card. They told me it would be taken care of, again in  XXXX  of  XXXX  I learned this account was still open and holding me up from obtaining credit. I once again contacted them and they stated they would escalate the problem since they could see it should have already been taken care of. I again faxed them the fraud affidavit and they have yet to release my liability from the account after speaking to numerous people over th e past 2 weeks.",Action > Debt collection,
241,"this is a continuation of the case # XXXX against CHASE BANK TWO MONTHS AGO ON XXXX XXXX THEY RESPONDED THAT I HAVE CREDIT BALANCE OF XXXX AND I OWE THE Action > Mortgage FOR XXXX XXXX XXXX XXXX TOTAL DUE {$1200.00}. WHERE AS I HAD ALREADY PAID FOR XXXX XXXX AND THEY CLAIMED THEY DID NOT RECEIVE MY {$900.00} PAYMENT IN XXXX XXXX. 
I SUPPLIED THEM THE ENTIRE PAYMENT RECORD FOR THAT PERIOD.. 

NOW THEY CAME UP WITH NEW THING THAT MY ESCROW IS SHORT OF XXXX AND I AM STILL A MONTH BEHIND. 

DO THE CHASE HAS ANY SINGLE EDUCATED PERSON LEFT IN STAFF SO THAT HE/SHE CAN GO TO MY PAYMENT HISTORY AND CALCULATE HOW MUCH I PAID IN LAST 45 MONTHS AND HOW MUCH TOTAL I WAS SUPPOSE TO PAY IN LAST 45 MONTHS. 
IS THIS TOO MUCH I AM ASKING .. IT WILL TAKE LESS THAN 2 HOURS TO GO TO EXCEL SHEETS AND JUST VIEW ALL PAYMENTS MADE AND THAN JUST VIEW HOW MUST WAS DUE. 

THEY DO NOT WANT TO WORK THEY JUST LIKE TO HARASS CUSTOMERS BECAUSE THEY GET PAY FOR THIS TOO. 

SHAME ON CHASE BANK. 
BUT I PROMISE I AM NOT GOING TO PAY TWICE EITHER NO MATTER IF I HAVE TO GO TO THE COURT ... 

XXXX AND XXXX XXXX LOAN # XXXX",Action > Mortgage,
242,"I graduated in XXXX, right as the economy started its fast spiral down. I have not been able to get a job in my profession, and have been working jobs that pay less than {$5.00} over min wage to support myself. In XXXX, I was diagnosed with a XXXX ( which is covered under the ADA ). Since then, my out of pocket medical has increased exponentially over the last ten years. With the passing of "" Obama Care '' I have also had to purchase my own health insurance ( the XXXX level plan my employer offers does not meet my needs ). 
Since XXXX, my medial expenses have been more than XXXX of my net income. It has been an issue paying back my loan due to the extensive medical costs i have encountered ( XXXX ). 
I have attempted to return to class, in order to maybe gain a new profession. In XXXX I was in class, but had to drop due to lack of transpiration ; but I was seeking an XXXX degree. I started having sever issues with XXXX, and XXXX ; due to XXXX resulting from my XXXX. In XXXX I returned again, I dropped XXXX class due to not being able to XXXX. The last time I was in class was XXXX, and I was not able to complete the term due to having a XXXX. In early XXXX, my doctor and I were evaluating options to keep me from starting XXXX and preparing for XXXX, due to my XXXX. 
I have taken multiple deferments. It comes down to either I pay for medical or I pay for my loan. During my conversations with the standard reps ( people who answer while calling ), a few supervisors, and mid managers ; the general message they have conveyed is that they do n't care, I need to pay them. So my option is pay them, or die. 
I have filed multiple XXXX complaints against my loan company. They have provided false information to the XXXX and me through the XXXX. They have also violated mediation terms through the XXXX. They have been involved in harassment through the mail and by phone. 
I would like a review of their business practices, as well as a possible violation of my rights under the ADA.",Action > Student loan,
243,"On XX/XX/XXXX I received Action > Mortgage Satisfaction, Letter from Bank of America. Called Bank of America, to inform the paper work was Incomplete. File complaint onXX/XX/XXXX.

Bank of America called me on XX/XX/XXXX. Bank of America is unwell to give me a date when they will release missing title to my home. On XX/XX/XXXX Bank of America received payment Of XXXX to close the loan. It has 146 days and counting And still I can not prove I own the home I live in.",Action > Mortgage,
244,"WE paid the  Loan  off according to banking standards and sent  three  money orders in the amounts of what we owed at the time. These are the amounts  XXXX ,  XXXX ,  XXXX . Where did this money go? The bank reps told us they would not accept, cashiers checks, money orders or cash.So we were told to send them via a credit account all money orders to  Dept of  Treasury in California who deals with   XXXX    XXXX   XXXX . We believe they lied and forced us into foreclosure. We also got a document from the bank in  XXXX  saying all mortgages were paid off from  the county  recorders office which i followed up with when I got it as I used to work there and was a notary for many banks as  well.. All  mortgages were off the books  six  moths later in  XXXX  they appear now under Green Tree  .We feel  that many people involved committed fraud. The banks and their affiliates including the recorders office of  The county . Which I still have. Talked to a rep on the phone a few days ago and they admitted the debt was paid as agreed I have that phone conversation recorded as they recorded mine too.. Please help me clear this up, end this or at least meet at the table to come to a final conclusion. Also we tried several loan mods with  XXXX  and  two  short sales which both were rejected. Ditech will not allow us to pay our own property taxes or homeowners insurance as they do through escrow. I paid the taxes a few times throughout the years sneaking it  it in.Have  been paying my homeowners as well for more than  two  years.Still they are charging me for this too. I am also having different agencies look into this including my background which was with The state police for 25 years, MY friends are in The FBI,  CIA,  Pentagon and many other offices or branches of federal, state or local government including the  Ag ' s  office.The  IRS as the fraud may cause many errors in what we do n't owe them.The bank may owe them even more as they are reporting something that was paid off as something as a discharge. The document I got is from  XXXX    XXXX   The Vice president of  XXXX  at the time showed all mortgages were paid off at the time of  XXXX  also notarized by here back notary  XXXX   XXXX   XXXX  and sent to  my  county to record the mortgages as paid. To make matter worse we living a  XXXX    XXXX    XXXX  home all around us and we are trying to prevent others from getting sick I had a firm come out here remove some but there is so much around us  .I  could only afford so much to get removed. Please help in any way you can.  <P/> This is now with Ditech a   XXXX   XXXX   XXXX  , as  XXXX   XXXX   XXXX  through them under the bus.  <P/>  XXXX  denies all facts and has no standing or original documents supporting their inaction.They are implicit and so it Ditech.   For Fraud and irrelevant debt.  <P/> This was   XXXX   XXXX   response to last complaint.  <P/><P/>  XXXX   XXXX   XXXX  is reviewing your inquiry. We require additional time to provide you a complete response. We will update the status of your inquiry on the portal with our response as quickly as possible. Our records reflect that the Home Equity Line of Credit ( HELOC ) ending in  XXXX  was charged off in   XX/XX/XXXX  . Subsequently, the loan was forgiven as part of the Mortgage  Debt Forgiveness Program , reported to the credit bureaus as paid/charged off, and the lien was released. My research reveals that your loan ending in  XXXX  was paid through the    XX/XX/XXXX installment and was not referred our foreclosure department prior to the service transfer. I have enclosed a loan history statement for your reference. On   XX/XX/XXXX , w e transferred the servicing of the loan ending in  XXXX  to Green Tree Servicing  LLC  ( Green Tree ). We notified you of this change in the enclosed letter dated   XX/XX/XXXX  . The new servicer, Green Tree, now supports all the loan servicing for the loan account, including billing, payment processing and customer support. Please contact Green Tree at  XXXX  to discuss any loan servicing-related matters. Representatives are available Monday through Friday from   XXXX   XXXX   to   XXXX   XXXX   and Saturday from   XXXX   XXXX   to   XXXX   XXXX    XXXX . Our records shows that prior to the service transfer, your loan ending in  XXXX  was approved for a Trial Period Plan in the amount of {$1700.00}, effective   XX/XX/XXXX  . However, our records indicate that we did not receive the signed  Intent  to Accept Trial Offer form nor a trial payment in order to proceed with the home retention process. We mailed you additional notices informing you to contact   XXXX    XXXX   XXXX  to discuss alternative solutions to bring the account current. However, our records indicate that we did not receive a response with your financial information in order to review the loan for workout options. I have enclosed a copy of the above-mentioned notices for your reference. My research reveals that prior to the service transfer, we reviewed the loan ending in  XXXX  for short sale. However, the short sale reviews were declined as explained in the enclosed short sale declination letters. Our records do not reflect that   XXXX    XXXX   XXXX  received payments to satisfy your loan ending in  XXXX  in full nor any information to confirm your claim that  XXXX   XXXX   XXXX  informed you to send payments to the Department of Treasury in California. If you wish to pursue this matter further, please fax copies of money order receipts to  XXXX  and I will investigate the matter.  Make  sure your loan number is clearly displayed on all documents you send. Additionally, my research has uncovered no reasonable factual basis to substantiate your claims of fraud. Therefore, we are unable to address your claim in detail at this time. If you wish to pursue this matter further, please provide me with more specific factual detail in support of your claim and I will investigate the matter.   XXXX    XXXX   XXXX  respectfully declines your request for assistance as the loan ending in  XXXX  is not being serviced by   XXXX    XXXX   XXXX . Please contact the current servicer of the loan to discuss possible workout options. Furthermore  XXXX   XXXX    XXXX   XXXX  respectfully declines your request for compensation. We are unable to address your concerns related to Green Tree or any other servicers as the information included in your inquiry does not pertain to   XXXX    XXXX   XXXX . Please understand that  XXXX   XXXX   XXXX  is unable to comment on any actions or communications by unaffiliated third parties. As a financial institution,   XXXX    XXXX   XXXX  has an obligation under the Fair Credit Reporting Act to report account payment history accurately, whether it is favorable or unfavorable. Therefore, we must respectfully decline your request to remove the negative reporting from your credit file. Account information can not be changed unless it can be demonstrated that the information is inaccurate due to an error in reporting.  <P/> We are now including suspected mail fraud and banking fraud we have the FBI and  Local  Police checking into both.",Action > Debt collection,
245,My servicer Fedloan is not acknowledging my offer to pay. I have been asking them for the orginial promissory note which they keep sending me blacked out copies of a promissory note not my note. I have sent them several certified mail letters asking for they contract with me that I signed for them to collect a supposed debt. They have violated several Truth in Lending and FDCPA codes.,Action > Student loan,
246,Threading to take action against myself and contacting others on my reference list about my bill violating my privacy laws in the state of California. Threatening via email XXXX a violation of my rights in ca ... .California has laws regarding debt collecting that 's does not change as you feel it should learn the Laws in California ... ...,Action > Debt collection,
247,"XXXX called my sister told her "" if I did not contact him that my job will be in jeopardy. ' I contacted XXXX asked why he was communicating my debt with persons other myself. he proceeded to threaten me by telling me he will put a lien on my mortgage and vehicles. He also stated that he will contact my boss to make sure he knew about the debt.",Action > Debt collection,
248,"I believe this is credit card debt. This is 1 of 2 accounts they continue to harrass me about. Now this debt which is passed the statute of limitations in the state of Texas is sold to this company who is now harassing me regarding this debt and has threatened to place it on my credit reports for all 3 bureaus and take legal action. They continue to call and hang up on my phone while I am at work. They call from different numbers stating they need to deliver court documents. I am being harrassed day and night. This company does not have a surety bond in the state of Texas to collect, which is required. Yet, they continue to attempt to collect and violate Texas law. I filed a compliant against this company with the Texas attorney generals office. I am also seeking a class action lawsuit with my attorney due to the mental, emotional and medical stress and distress this is causing me as a XXXX a patient awaiting XXXX. Texas Surety bond information as required by Sec. 392.101 - my original signature on the application from the creditor - my original signature on an application with your office consenting to any service. Please note XXXX, XXXX, and XXXX  are bonded in the state of Texas and are required to comply with Texas Finance Code. If a debt collector has failed to respond to your debt validation request, then they have essentially admitted, per Texas Finance Code 392.202 ( b ) ( 2 ), that the debt in question is inaccurate. Per this requirement you must delete this trade line or not place it on my report altogether if you do not have sufficient time to complete an investigation to validate this debt in 30 days according to Sec. 392.202 ( d ) ( 1 ) Also per Texas Finance Code 392.202 Correction of third -party debt collectors or credit bureaus files. I request immediate notification by mail if this alleged debt is sold or transferred per Sec. 392.301 ( a ) ( 4 ). Please reply with your response via US MAIL. Do not contact me by phone as it is inconvenient. Do not contact my family, acquaintances, or employer in any manner. Please note I am fully prepared to pursue my rights for the harm this inaccuracy has done to me. Sec. 392.403. CIVIL REMEDIES. ( a ) A person may sue for : ( 1 ) injunctive relief to prevent or restrain a violation of this chapter ; and ( 2 ) actual damages sustained as a result of a violation of this chapter. Please also note Texas BCC17. I demand that you will not sell, transfer, or assign this debt per Sec. 392.301 ( a ) ( 4 ) Regards",Action > Debt collection,
249,"The XXXX address is 18 yrs old. My address of record for the last 18 yrs is XXXX XXXX XXXX XXXX ny XXXX. Also my employer is The XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX ny XXXX",Action > Credit reporting,
250,"( copied from my letter to Experian ) XXXX Attn : Customer Care XXXX, TX XXXX Dear Experian, Well that was sneaky. You know I 'm after my FICO credit score and a credit report, so you lead me down a path on your website promising a free credit report. Once you have my personal info you inform me that it costs {$1.00} to report the FICO score, which seems reasonable so I enter my credit card info and press OK ... 

... not reading the small print two paragraphs below which says that in fact I was signing up for a $ XXXX recurring charge. 

I 'm sure you can cite letter of the law that nothing is amiss, but this is clearly meant to trick people into a recurring charge. What I and I 'm sure 90 % of your customers want is a one time credit report. The transaction as presented seems like I am paying {$1.00} for a simple credit report. It would be a more uncommon thing for someone to want a continuous and relatively expensive monitoring of their account. 

A monitoring service is a separate product from seeking a credit report, and should be sold as such. You should not have to sign up for a {$260.00} per year service just to see a one time credit report. 

Experian is in a uniquely powerful position in the financial industry. You are in the business of gathering personal information and making judgements on credit worthiness. To offer a credit report service that borders on a scam is troublesome. 

I would appreciate a refund of the {$21.00} charge that was made to my credit card, which you have kept on file. Thank you.",Action > Credit reporting,
251,"Ocwen Loan Servicing withdrew XXXX payments of {$2000.00} and {$2500.00} from my bank account on XXXX/XXXX/2015. While I authorized the {$2000.00} payment, I did not make the {$2500.00} payment they pulled from my account. The last time I made such as payment was on XXXX/XXXX/2015. I am not behind in my payment so they applied the payment to XX/XX/XXXX payments. I called Ocwen on XXXX/XXXX/2015 to complain and have the money sent back. The lady I spoke to said I must have made the payment by mistake which I disagree. She However promised that the {$2500.00} will be wired back in for days. I waited for XXXX business days and when nothing happened I called again. This time I got a lady who explained that the accounting department was processing the check and they ca n't tell when I 'll have it even when pressed on the issue. Again 3 days to end of the month I had n't received the money. I sent emails as well on the issue and each week I have been getting a letter from Ocwen saying that my issue is being reviewed by the Research Department. On XXXX/XXXX/2015 I got tired and wrote to Ocwen telling them that this has taken too long and I want my money back with interest for the whole month. 

On XXXX/XXXX/2015 someone from the resarch department called me asking is they could apply the money to my next months payment. I could n't understand why anyone would withdraw someones money by a mistake, ignore all request to refund the money, keep it for a whole month, then have the guts to call and ask if they can keep the money. Out of my anger I told the gentleman that they did n't ask for my permission to take the money and keep it for that long so they do n't need my permission to do anything. Now I 'm trying this final approach before I take legal action. This is just one of the issue have had with this company since I refinanced my home last XX/XX/XXXX and they got loan. I have spend so much time on phone to correct simple errors on my insurance coverage from XX/XX/XXXX to XX/XX/XXXX and every time they used to tell me to email the documents yet no actions was taken. Now they are using my money as soft loan.",Action > Mortgage,
252,"I have appreciably {$95000.00} in Action > Student loan debt. I have been on an income based repayment plan for many years, and renew it each year by providing my tax returns and/or pay stubs. 

My income increased last year. I filed the paperwork to renew the income based repayment plan, aware that my monthly payment amount would increase. I was surprised to find howeveer that my payment had increased to 400 % of the prior year 's amount. Because I can not afford the newly recalculated payment, and because Navient 's website states that it will work with borrowers who are having trouble paying, I reached out to see what could be done. 

I informed the company that I was willing to extend the term of my loan or look at any other options that would prevent me from defaulting. I was told that my income based repayment could not be adjusted. In an online chat with Navient. was told that I could call the company, make a payment of whatever I could afford in order to exit the income based program, and then the company would help me enter into another payment plan ( such as an extended repayment period ) that would help me afford my payments. I called the company to do so ; and was told that I would need to make an immediate payment of $ XXXX in order to exit the income based plan and to even see what my options would be under another plan. Shocked, I said that I could not afford $ XXXX immediately. The representative suggested I enter forbearance on my loan. Because I could not see another way to avoid default, I agreed to enter forbearance. 

Because I had received conflicting information from two different Navient representatives, I called the company again. I explained that I wanted to make the payments that I could, that I did not want to be in forbearance, and asked that they please help me enter another plan. Again I was told that I would have to pay $ XXXX in order to even see my other options. 

At this point I am still in forbearance although I am paying what I can on a monthly basis so interest does not continue to accrue, but this is not a long term solution as forbearance is limited.",Action > Student loan,
253,"I recently signed up for an American Express card. I have a screenshot of the details of the offer which was receive XXXX membership rewards points after making {$3000.00} in purchases in the first 3 months. I spent over {$4000.00} in less than 3 months and AMEX will not release my membership rewards points. They 've informed me multiple times over the phone that there is a 8 week holding period before these points are released, despite saying nothing about this in the terms and conditions. Today is the end of that eight weeks and they are still holding my points. This feels like false advertising to me. I 'd like to open a complaint against AMEX.",Action > Credit card,
254,I have told them to stop calling my work phone # and they continue to call it more than once a day.,Action > Debt collection,
